artifact_path,roof,tier,level,design,condition,model,seed,solved,score,golden,llm_calls,wall_seconds,has_decomposition,verilog_files
artifacts/curated/diagnostics/native_pass_or_stale_l5_l6/L6/aes_encryption/C4tl/gpt-5.5/42/result.json,curated,diagnostics,L6,aes_encryption,C4tl,gpt-5.5,42,True,1/1,1/8,7,575.6,True,7
artifacts/curated/diagnostics/negative_runs/L6/conv_3d/debug/debug/mixed/conv_3d/C2g/42/result.json,curated,diagnostics,L6,conv_3d,C2g,gpt-5.5,42,False,0/0,,30,2611.0,False,0
artifacts/curated/diagnostics/negative_runs/L6/conv_3d/debug/debug/mixed/conv_3d/C4tl/42/result.json,curated,diagnostics,L6,conv_3d,C4tl,gpt-5.5,42,False,0/0,,29,2609.5,True,6
artifacts/curated/diagnostics/native_pass_or_stale_l5_l6/L6/fft_streaming_64pt/C4i/gpt-5.5/42/result.json,curated,diagnostics,L6,fft_streaming_64pt,C4i,gpt-5.5,42,True,1/1,0/1,6,317.8,True,6
artifacts/curated/diagnostics/native_pass_or_stale_l5_l6/L6/fft_streaming_64pt/C4tl/gpt-5.5/42/result.json,curated,diagnostics,L6,fft_streaming_64pt,C4tl,gpt-5.5,42,True,1/1,0/1,6,443.6,True,6
artifacts/curated/diagnostics/negative_runs/L6/quantized_matmul/debug/debug/mixed/quantized_matmul/C2g/42/result.json,curated,diagnostics,L6,quantized_matmul,C2g,gpt-5.5,42,False,0/0,,30,8037.4,False,0
artifacts/curated/diagnostics/negative_runs/L6/quantized_matmul/debug/debug/mixed/quantized_matmul/C4tl/42/result.json,curated,diagnostics,L6,quantized_matmul,C4tl,gpt-5.5,42,False,0/0,,29,1675.5,True,4
artifacts/curated/golden_verified_secondary/L5/conv1d/C4tl/gpt-5.5/42/result.json,curated,golden_verified_secondary,L5,conv1d,C4tl,gpt-5.5,42,True,16/16,16/16,4,139.9,True,4
artifacts/curated/golden_verified_secondary/L5/harris_corner_detection/C2g/gpt-5.5/42/result.json,curated,golden_verified_secondary,L5,harris_corner_detection,C2g,gpt-5.5,42,True,16384/16384,16384/16384,6,848.2,False,0
artifacts/curated/main_claims/L3/fp_adder/C4i/gpt-5.5/123/result.json,curated,main_claims,L3,fp_adder,C4i,gpt-5.5,123,True,36/36,,4,269.8,True,4
artifacts/curated/main_claims/L3/fp_adder/C4i/gpt-5.5/42/result.json,curated,main_claims,L3,fp_adder,C4i,gpt-5.5,42,True,36/36,,6,551.8,True,5
artifacts/curated/main_claims/L3/fp_adder/C4i/gpt-5.5/456/result.json,curated,main_claims,L3,fp_adder,C4i,gpt-5.5,456,True,36/36,,6,361.4,True,6
artifacts/curated/main_claims/L3/fp_multiplier/C4i/gpt-5.5/123/result.json,curated,main_claims,L3,fp_multiplier,C4i,gpt-5.5,123,True,10/10,,5,254.5,True,5
artifacts/curated/main_claims/L3/fp_multiplier/C4i/gpt-5.5/42/result.json,curated,main_claims,L3,fp_multiplier,C4i,gpt-5.5,42,True,10/10,,5,270.9,True,5
artifacts/curated/main_claims/L3/fp_multiplier/C4i/gpt-5.5/456/result.json,curated,main_claims,L3,fp_multiplier,C4i,gpt-5.5,456,True,10/10,,5,403.7,True,5
artifacts/curated/main_claims/L3/gauss_siedel/C4i/gpt-5.5/123/result.json,curated,main_claims,L3,gauss_siedel,C4i,gpt-5.5,123,True,50/50,,19,945.7,True,6
artifacts/curated/main_claims/L3/gauss_siedel/C4i/gpt-5.5/42/result.json,curated,main_claims,L3,gauss_siedel,C4i,gpt-5.5,42,True,50/50,,4,317.2,True,4
artifacts/curated/main_claims/L3/gauss_siedel/C4i/gpt-5.5/456/result.json,curated,main_claims,L3,gauss_siedel,C4i,gpt-5.5,456,True,50/50,,20,880.3,True,6
artifacts/curated/main_claims/L3/gradient_descent/C4i/gpt-5.5/123/result.json,curated,main_claims,L3,gradient_descent,C4i,gpt-5.5,123,True,50/50,,4,291.6,True,4
artifacts/curated/main_claims/L3/gradient_descent/C4i/gpt-5.5/42/result.json,curated,main_claims,L3,gradient_descent,C4i,gpt-5.5,42,True,50/50,,22,2603.5,True,4
artifacts/curated/main_claims/L3/gradient_descent/C4i/gpt-5.5/456/result.json,curated,main_claims,L3,gradient_descent,C4i,gpt-5.5,456,True,50/50,,5,361.7,True,5
artifacts/curated/main_claims/L3/newton_raphson_polynomial/C4i/gpt-5.5/123/result.json,curated,main_claims,L3,newton_raphson_polynomial,C4i,gpt-5.5,123,False,17/100,,26,1411.8,True,6
artifacts/curated/main_claims/L3/newton_raphson_polynomial/C4i/gpt-5.5/42/result.json,curated,main_claims,L3,newton_raphson_polynomial,C4i,gpt-5.5,42,False,17/100,,29,1934.9,True,5
artifacts/curated/main_claims/L3/newton_raphson_polynomial/C4i/gpt-5.5/456/result.json,curated,main_claims,L3,newton_raphson_polynomial,C4i,gpt-5.5,456,False,89/100,,29,1479.9,True,5
artifacts/curated/main_claims/L3/newton_raphson_sqrt/C4i/gpt-5.5/123/result.json,curated,main_claims,L3,newton_raphson_sqrt,C4i,gpt-5.5,123,True,50/50,,5,230.4,True,5
artifacts/curated/main_claims/L3/newton_raphson_sqrt/C4i/gpt-5.5/42/result.json,curated,main_claims,L3,newton_raphson_sqrt,C4i,gpt-5.5,42,True,50/50,,5,215.3,True,5
artifacts/curated/main_claims/L3/newton_raphson_sqrt/C4i/gpt-5.5/456/result.json,curated,main_claims,L3,newton_raphson_sqrt,C4i,gpt-5.5,456,True,50/50,,5,203.4,True,5
artifacts/curated/main_claims/L4/fft_16pt_iterative/C4tl/gpt-5.5/1024/result.json,curated,main_claims,L4,fft_16pt_iterative,C4tl,gpt-5.5,1024,True,33/33,,7,316.2,True,6
artifacts/curated/main_claims/L4/fft_16pt_iterative/C4tl/gpt-5.5/123/result.json,curated,main_claims,L4,fft_16pt_iterative,C4tl,gpt-5.5,123,True,33/33,,6,384.7,True,5
artifacts/curated/main_claims/L4/fft_16pt_iterative/C4tl/gpt-5.5/42/result.json,curated,main_claims,L4,fft_16pt_iterative,C4tl,gpt-5.5,42,True,33/33,,5,238.7,True,7
artifacts/curated/main_claims/L4/fft_16pt_iterative/C4tl/gpt-5.5/456/result.json,curated,main_claims,L4,fft_16pt_iterative,C4tl,gpt-5.5,456,True,33/33,,5,242.5,True,5
artifacts/curated/main_claims/L4/fft_16pt_iterative/C4tl/gpt-5.5/789/result.json,curated,main_claims,L4,fft_16pt_iterative,C4tl,gpt-5.5,789,True,33/33,,7,341.1,True,5
artifacts/curated/main_claims/L4/fp_adder_pipeline/C4tl/gpt-5.5/1024/result.json,curated,main_claims,L4,fp_adder_pipeline,C4tl,gpt-5.5,1024,True,23/23,,7,325.7,True,6
artifacts/curated/main_claims/L4/fp_adder_pipeline/C4tl/gpt-5.5/123/result.json,curated,main_claims,L4,fp_adder_pipeline,C4tl,gpt-5.5,123,True,23/23,,6,483.6,True,5
artifacts/curated/main_claims/L4/fp_adder_pipeline/C4tl/gpt-5.5/42/result.json,curated,main_claims,L4,fp_adder_pipeline,C4tl,gpt-5.5,42,True,23/23,,7,315.8,True,12
artifacts/curated/main_claims/L4/fp_adder_pipeline/C4tl/gpt-5.5/456/result.json,curated,main_claims,L4,fp_adder_pipeline,C4tl,gpt-5.5,456,True,23/23,,7,300.5,True,6
artifacts/curated/main_claims/L4/fp_adder_pipeline/C4tl/gpt-5.5/789/result.json,curated,main_claims,L4,fp_adder_pipeline,C4tl,gpt-5.5,789,True,23/23,,8,547.6,True,6
artifacts/curated/main_claims/L4/fp_mult_pipeline/C4tl/gpt-5.5/1024/result.json,curated,main_claims,L4,fp_mult_pipeline,C4tl,gpt-5.5,1024,True,31/31,,6,261.7,True,6
artifacts/curated/main_claims/L4/fp_mult_pipeline/C4tl/gpt-5.5/123/result.json,curated,main_claims,L4,fp_mult_pipeline,C4tl,gpt-5.5,123,True,31/31,,6,693.5,True,6
artifacts/curated/main_claims/L4/fp_mult_pipeline/C4tl/gpt-5.5/42/result.json,curated,main_claims,L4,fp_mult_pipeline,C4tl,gpt-5.5,42,True,31/31,,7,764.3,True,12
artifacts/curated/main_claims/L4/fp_mult_pipeline/C4tl/gpt-5.5/456/result.json,curated,main_claims,L4,fp_mult_pipeline,C4tl,gpt-5.5,456,True,31/31,,9,666.1,True,7
artifacts/curated/main_claims/L4/fp_mult_pipeline/C4tl/gpt-5.5/789/result.json,curated,main_claims,L4,fp_mult_pipeline,C4tl,gpt-5.5,789,True,31/31,,7,324.5,True,6
artifacts/curated/main_claims/L4/ifft_16pt_iterative/C4tl/gpt-5.5/1024/result.json,curated,main_claims,L4,ifft_16pt_iterative,C4tl,gpt-5.5,1024,True,33/33,,8,476.1,True,5
artifacts/curated/main_claims/L4/ifft_16pt_iterative/C4tl/gpt-5.5/123/result.json,curated,main_claims,L4,ifft_16pt_iterative,C4tl,gpt-5.5,123,True,33/33,,5,223.0,True,5
artifacts/curated/main_claims/L4/ifft_16pt_iterative/C4tl/gpt-5.5/42/result.json,curated,main_claims,L4,ifft_16pt_iterative,C4tl,gpt-5.5,42,True,33/33,,7,440.5,True,11
artifacts/curated/main_claims/L4/ifft_16pt_iterative/C4tl/gpt-5.5/456/result.json,curated,main_claims,L4,ifft_16pt_iterative,C4tl,gpt-5.5,456,True,33/33,,6,287.9,True,6
artifacts/curated/main_claims/L4/ifft_16pt_iterative/C4tl/gpt-5.5/789/result.json,curated,main_claims,L4,ifft_16pt_iterative,C4tl,gpt-5.5,789,True,33/33,,5,229.9,True,5
artifacts/curated/main_claims/L5/conv1d/C4i/gpt-5.5/123/result.json,curated,main_claims,L5,conv1d,C4i,gpt-5.5,123,True,16/16,16/16,5,227.1,True,5
artifacts/curated/main_claims/L5/conv1d/C4i/gpt-5.5/42/result.json,curated,main_claims,L5,conv1d,C4i,gpt-5.5,42,True,16/16,16/16,5,127.6,True,5
artifacts/curated/main_claims/L5/conv1d/C4i/gpt-5.5/456/result.json,curated,main_claims,L5,conv1d,C4i,gpt-5.5,456,True,16/16,16/16,4,159.8,True,4
artifacts/curated/main_claims/L5/harris_corner_detection/C4i/gpt-5.5/123/result.json,curated,main_claims,L5,harris_corner_detection,C4i,gpt-5.5,123,True,16384/16384,16384/16384,10,566.9,True,6
artifacts/curated/main_claims/L5/harris_corner_detection/C4i/gpt-5.5/42/result.json,curated,main_claims,L5,harris_corner_detection,C4i,gpt-5.5,42,True,16384/16384,16384/16384,7,437.2,True,6
artifacts/curated/main_claims/L5/harris_corner_detection/C4i/gpt-5.5/456/result.json,curated,main_claims,L5,harris_corner_detection,C4i,gpt-5.5,456,True,16384/16384,16384/16384,15,685.7,True,6
artifacts/curated/main_claims/L6/aes_encryption/C4i/gpt-5.5/123/result.json,curated,main_claims,L6,aes_encryption,C4i,gpt-5.5,123,True,8/8,8/8,8,532.2,True,8
artifacts/curated/main_claims/L6/aes_encryption/C4i/gpt-5.5/42/result.json,curated,main_claims,L6,aes_encryption,C4i,gpt-5.5,42,True,1/1,8/8,7,316.8,True,7
artifacts/curated/main_claims/L6/aes_encryption/C4i/gpt-5.5/456/result.json,curated,main_claims,L6,aes_encryption,C4i,gpt-5.5,456,True,8/8,8/8,7,436.5,True,7
artifacts/raw_runs/aaai27_expansion/aes_encryption/C4i/123/result.json,raw_runs,aaai27_expansion,mixed,aes_encryption,C4i,gpt-5.5,123,True,8/8,8/8,8,532.2,True,8
artifacts/raw_runs/aaai27_expansion/aes_encryption/C4i/456/result.json,raw_runs,aaai27_expansion,mixed,aes_encryption,C4i,gpt-5.5,456,True,8/8,8/8,7,436.5,True,7
artifacts/raw_runs/aaai27_expansion/conv1d/C4i/123/result.json,raw_runs,aaai27_expansion,mixed,conv1d,C4i,gpt-5.5,123,True,16/16,16/16,5,227.1,True,5
artifacts/raw_runs/aaai27_expansion/conv1d/C4i/456/result.json,raw_runs,aaai27_expansion,mixed,conv1d,C4i,gpt-5.5,456,True,16/16,16/16,4,159.8,True,4
artifacts/raw_runs/aaai27_expansion/conv1d/C4tl/123/result.json,raw_runs,aaai27_expansion,mixed,conv1d,C4tl,gpt-5.5,123,False,0/1,,2,271.0,True,5
artifacts/raw_runs/aaai27_expansion/conv1d/C4tl/456/result.json,raw_runs,aaai27_expansion,mixed,conv1d,C4tl,gpt-5.5,456,False,0/1,,3,214.9,True,5
artifacts/raw_runs/adaptive_c4a_weak_targets_20260704/conv_3d/C4a/123/result.json,raw_runs,adaptive_c4a_weak_targets_20260704,mixed,conv_3d,C4a,gpt-5.5,123,False,0/0,,40,3082.2,True,5
artifacts/raw_runs/adaptive_c4a_weak_targets_20260704/conv_3d/C4a/42/result.json,raw_runs,adaptive_c4a_weak_targets_20260704,mixed,conv_3d,C4a,gpt-5.5,42,False,0/0,,40,2975.8,True,6
artifacts/raw_runs/adaptive_c4a_weak_targets_20260704/conv_3d/C4a/456/result.json,raw_runs,adaptive_c4a_weak_targets_20260704,mixed,conv_3d,C4a,gpt-5.5,456,False,0/0,,40,2507.3,True,4
artifacts/raw_runs/adaptive_c4a_weak_targets_20260704/fft_streaming_64pt/C4a/123/result.json,raw_runs,adaptive_c4a_weak_targets_20260704,mixed,fft_streaming_64pt,C4a,gpt-5.5,123,False,0/1,0/1,40,1965.9,True,7
artifacts/raw_runs/adaptive_c4a_weak_targets_20260704/fft_streaming_64pt/C4a/42/result.json,raw_runs,adaptive_c4a_weak_targets_20260704,mixed,fft_streaming_64pt,C4a,gpt-5.5,42,False,0/1,0/1,40,2974.2,True,6
artifacts/raw_runs/adaptive_c4a_weak_targets_20260704/fft_streaming_64pt/C4a/456/result.json,raw_runs,adaptive_c4a_weak_targets_20260704,mixed,fft_streaming_64pt,C4a,gpt-5.5,456,False,0/1,0/1,40,1758.5,True,6
artifacts/raw_runs/adaptive_c4a_weak_targets_20260704/newton_raphson_polynomial/C4a/123/result.json,raw_runs,adaptive_c4a_weak_targets_20260704,mixed,newton_raphson_polynomial,C4a,gpt-5.5,123,False,96/100,,40,2042.9,True,6
artifacts/raw_runs/adaptive_c4a_weak_targets_20260704/newton_raphson_polynomial/C4a/42/result.json,raw_runs,adaptive_c4a_weak_targets_20260704,mixed,newton_raphson_polynomial,C4a,gpt-5.5,42,False,90/100,,40,2326.2,True,6
artifacts/raw_runs/adaptive_c4a_weak_targets_20260704/newton_raphson_polynomial/C4a/456/result.json,raw_runs,adaptive_c4a_weak_targets_20260704,mixed,newton_raphson_polynomial,C4a,gpt-5.5,456,False,96/100,,40,2409.2,True,6
artifacts/raw_runs/adaptive_c4a_weak_targets_20260704/quantized_matmul/C4a/123/result.json,raw_runs,adaptive_c4a_weak_targets_20260704,mixed,quantized_matmul,C4a,gpt-5.5,123,False,0/0,,40,2081.3,True,4
artifacts/raw_runs/adaptive_c4a_weak_targets_20260704/quantized_matmul/C4a/42/result.json,raw_runs,adaptive_c4a_weak_targets_20260704,mixed,quantized_matmul,C4a,gpt-5.5,42,False,0/0,,40,2452.4,True,4
artifacts/raw_runs/adaptive_c4a_weak_targets_20260704/quantized_matmul/C4a/456/result.json,raw_runs,adaptive_c4a_weak_targets_20260704,mixed,quantized_matmul,C4a,gpt-5.5,456,False,,,40,2025.5,True,4
artifacts/raw_runs/adaptive_c4a_weak_targets_20260704/unsharp_mask/C4a/123/result.json,raw_runs,adaptive_c4a_weak_targets_20260704,mixed,unsharp_mask,C4a,gpt-5.5,123,False,63056/65536,63056/65536,40,3020.7,True,6
artifacts/raw_runs/adaptive_c4a_weak_targets_20260704/unsharp_mask/C4a/42/result.json,raw_runs,adaptive_c4a_weak_targets_20260704,mixed,unsharp_mask,C4a,gpt-5.5,42,False,63780/65536,63780/65536,40,2795.0,True,5
artifacts/raw_runs/adaptive_c4a_weak_targets_20260704/unsharp_mask/C4a/456/result.json,raw_runs,adaptive_c4a_weak_targets_20260704,mixed,unsharp_mask,C4a,gpt-5.5,456,False,63780/65536,63780/65536,40,2669.5,True,5
artifacts/raw_runs/aes_decryption_encoding_fix_20260704/aes_decryption/C2g/123/result.json,raw_runs,aes_decryption_encoding_fix_20260704,mixed,aes_decryption,C2g,gpt-5.5,123,True,8/8,8/8,4,721.7,False,0
artifacts/raw_runs/aes_decryption_encoding_fix_20260704/aes_decryption/C2g/42/result.json,raw_runs,aes_decryption_encoding_fix_20260704,mixed,aes_decryption,C2g,gpt-5.5,42,True,8/8,8/8,2,188.8,False,0
artifacts/raw_runs/aes_decryption_encoding_fix_20260704/aes_decryption/C2g/456/result.json,raw_runs,aes_decryption_encoding_fix_20260704,mixed,aes_decryption,C2g,gpt-5.5,456,True,8/8,8/8,2,226.6,False,0
artifacts/raw_runs/aes_decryption_encoding_fix_20260704/aes_decryption/C4i/123/result.json,raw_runs,aes_decryption_encoding_fix_20260704,mixed,aes_decryption,C4i,gpt-5.5,123,True,8/8,8/8,7,747.3,True,7
artifacts/raw_runs/aes_decryption_encoding_fix_20260704/aes_decryption/C4i/42/result.json,raw_runs,aes_decryption_encoding_fix_20260704,mixed,aes_decryption,C4i,gpt-5.5,42,True,8/8,8/8,4,515.2,True,4
artifacts/raw_runs/aes_decryption_encoding_fix_20260704/aes_decryption/C4i/456/result.json,raw_runs,aes_decryption_encoding_fix_20260704,mixed,aes_decryption,C4i,gpt-5.5,456,True,8/8,8/8,7,834.2,True,7
artifacts/raw_runs/aes_decryption_encoding_fix_20260704/aes_decryption/C4tl/123/result.json,raw_runs,aes_decryption_encoding_fix_20260704,mixed,aes_decryption,C4tl,gpt-5.5,123,False,0/0,,0,262.7,False,0
artifacts/raw_runs/aes_decryption_encoding_fix_20260704/aes_decryption/C4tl/42/result.json,raw_runs,aes_decryption_encoding_fix_20260704,mixed,aes_decryption,C4tl,gpt-5.5,42,True,8/8,8/8,7,979.3,True,7
artifacts/raw_runs/aes_decryption_encoding_fix_20260704/aes_decryption/C4tl/456/result.json,raw_runs,aes_decryption_encoding_fix_20260704,mixed,aes_decryption,C4tl,gpt-5.5,456,False,0/0,,0,365.4,False,0
artifacts/raw_runs/bandpass_debug/band_pass_fir/C4i/42/result.json,raw_runs,bandpass_debug,mixed,band_pass_fir,C4i,gpt-5.5,42,False,,,28,1244.1,True,4
artifacts/raw_runs/bandpass_debug/band_pass_fir/C4tl/42/result.json,raw_runs,bandpass_debug,mixed,band_pass_fir,C4tl,gpt-5.5,42,False,3/1001,,29,2009.2,True,5
artifacts/raw_runs/baseline_and_method_sweeps/C1/gpt-4o/aes128_single_round/123/result.json,raw_runs,baseline_and_method_sweeps,mixed,aes128_single_round,C1,gpt-4o,123,False,0/0,,5,173.9,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C1/gpt-4o/aes128_single_round/42/result.json,raw_runs,baseline_and_method_sweeps,mixed,aes128_single_round,C1,gpt-4o,42,False,0/0,,5,108.7,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C1/gpt-4o/aes128_single_round/456/result.json,raw_runs,baseline_and_method_sweeps,mixed,aes128_single_round,C1,gpt-4o,456,False,0/0,,5,145.0,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C1/gpt-5.5/aes128_single_round/123/result.json,raw_runs,baseline_and_method_sweeps,mixed,aes128_single_round,C1,gpt-5.5,123,False,0/0,,5,677.1,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C1/gpt-5.5/aes128_single_round/42/result.json,raw_runs,baseline_and_method_sweeps,mixed,aes128_single_round,C1,gpt-5.5,42,False,0/0,,5,532.0,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C1/gpt-5.5/aes128_single_round/456/result.json,raw_runs,baseline_and_method_sweeps,mixed,aes128_single_round,C1,gpt-5.5,456,False,0/0,,5,626.7,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C1/o4-mini/aes128_single_round/123/result.json,raw_runs,baseline_and_method_sweeps,mixed,aes128_single_round,C1,o4-mini,123,False,0/0,,5,276.5,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C1/o4-mini/aes128_single_round/42/result.json,raw_runs,baseline_and_method_sweeps,mixed,aes128_single_round,C1,o4-mini,42,False,0/0,,5,321.2,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C1/o4-mini/aes128_single_round/456/result.json,raw_runs,baseline_and_method_sweeps,mixed,aes128_single_round,C1,o4-mini,456,False,0/0,,5,275.0,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C1/gpt-4o/aes_decryption/123/result.json,raw_runs,baseline_and_method_sweeps,mixed,aes_decryption,C1,gpt-4o,123,False,0/8,0/8,5,41.8,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C1/gpt-4o/aes_decryption/42/result.json,raw_runs,baseline_and_method_sweeps,mixed,aes_decryption,C1,gpt-4o,42,False,0/0,,5,172.2,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C1/gpt-4o/aes_decryption/456/result.json,raw_runs,baseline_and_method_sweeps,mixed,aes_decryption,C1,gpt-4o,456,False,0/0,,5,52.9,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C1/gpt-5.5/aes_decryption/123/result.json,raw_runs,baseline_and_method_sweeps,mixed,aes_decryption,C1,gpt-5.5,123,True,8/8,8/8,5,461.7,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C1/gpt-5.5/aes_decryption/42/result.json,raw_runs,baseline_and_method_sweeps,mixed,aes_decryption,C1,gpt-5.5,42,False,0/0,,5,460.4,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C1/gpt-5.5/aes_decryption/456/result.json,raw_runs,baseline_and_method_sweeps,mixed,aes_decryption,C1,gpt-5.5,456,False,0/0,,5,462.6,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C1/o4-mini/aes_decryption/123/result.json,raw_runs,baseline_and_method_sweeps,mixed,aes_decryption,C1,o4-mini,123,False,0/8,0/8,5,204.8,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C1/o4-mini/aes_decryption/42/result.json,raw_runs,baseline_and_method_sweeps,mixed,aes_decryption,C1,o4-mini,42,False,0/8,0/8,5,189.4,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C1/o4-mini/aes_decryption/456/result.json,raw_runs,baseline_and_method_sweeps,mixed,aes_decryption,C1,o4-mini,456,False,0/0,,5,222.5,False,0
artifacts/raw_runs/baseline_and_method_sweeps/c2g/gpt-5.5/aes_decryption/C2g/42/result.json,raw_runs,baseline_and_method_sweeps,mixed,aes_decryption,C2g,gpt-5.5,42,,,,,418.1,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C4i/gpt-5.5/aes_decryption/42/result.json,raw_runs,baseline_and_method_sweeps,mixed,aes_decryption,C4i,gpt-5.5,42,,,,,516.1,False,0
artifacts/raw_runs/baseline_and_method_sweeps/aes_decryption/C4i/42/result.json,raw_runs,baseline_and_method_sweeps,mixed,aes_decryption,C4i,gpt-5.5,42,,,,,423.3,False,0
artifacts/raw_runs/baseline_and_method_sweeps/C4tl/gpt-5.5/aes_decryption/42/result.json,raw_runs,baseline_and_method_sweeps,mixed,aes_decryption,C4tl,gpt-5.5,42,True,1/1,0/8,6,405.2,True,6
